PolicyID,Line,Construction,County,Latitude,Longitude,TIV-2020,TIV-2021
352792,Residential,Masonry,Clay,30.08012,-81.718452,366285.62,507164.19
717603,Residential,Wood,Clay,30.08012,-81.718452,22512.61,28637.17
937659,Residential,Wood,Suwannee,29.959805,-82.926659,9246.6,10880.22
294022,Residential,Wood,Suwannee,29.959805,-82.926659,96164.64,69357.78
410500,Residential,Wood,Suwannee,29.959805,-82.926659,11095.92,12737.89
524433,Residential,Wood,Suwannee,29.962601,-82.926155,218475.0,199030.29
779298,Residential,Masonry,Suwannee,29.962601,-82.926155,1400904.0,1772984.1
491831,Residential,Wood,Suwannee,29.962601,-82.926155,4365.0,4438.05
814637,Residential,Wood,Suwannee,29.962601,-82.926155,4365.0,6095.72
737515,Residential,Wood,Suwannee,29.962601,-82.926155,39789.0,58106.58
222653,Residential,Wood,Suwannee,29.962601,-82.926155,24867.0,18969.79
788543,Residential,Wood,Suwannee,29.962601,-82.926155,213876.0,261435.18
691681,Residential,Wood,Suwannee,29.960735,-82.92542,69435.0,93674.34
368807,Residential,Wood,Suwannee,29.960735,-82.92542,14922.0,12333.03
174002,Residential,Wood,Suwannee,29.963396,-82.916763,165546.0,239134.51
198760,Residential,Wood,Suwannee,29.963396,-82.916763,72837.0,86637.86
831395,Residential,Wood,Suwannee,29.963396,-82.916763,72837.0,98147.86
305698,Residential,Wood,Suwannee,29.963396,-82.916763,19440.0,30658.59
515722,Residential,Wood,Suwannee,29.963396,-82.916763,9945.0,11551.12
415582,Residential,Wood,Suwannee,29.958415,-82.92394,255878.61,345894.66
783533,Residential,Wood,Suwannee,29.9696,-82.92767,153527.17,138228.8
640802,Residential,Wood,Suwannee,29.959404,-82.927582,255878.61,177339.74
403866,Residential,Wood,Suwannee,29.958904,-82.922729,102351.45,95132.8
828788,Residential,Wood,Suwannee,29.95822,-82.922424,155489.66,145139.65
751490,Residential,Wood,Suwannee,29.965832,-82.933777,137233.8,114919.58
972562,Residential,Wood,Suwannee,29.965721,-82.933777,123596.05,183015.09
367541,Residential,Wood,Suwannee,29.965717,-82.933777,107111.11,88218.85
481360,Residential,Wood,Suwannee,29.95775,-82.923635,96309.32,85911.0
920232,Residential,Wood,Nassau,30.39431,-81.93397,104031.7,168443.97
727659,Residential,Wood,Nassau,30.56267,-81.830429,338944.5,485816.61
471817,Residential,Wood,Nassau,30.56267,-81.830429,272349.0,414565.56
983043,Residential,Wood,Nassau,30.561651,-81.830193,129690.0,129635.53
578286,Residential,Wood,Nassau,30.56267,-81.830429,123210.0,120345.61
347276,Residential,Wood,Nassau,30.56106,-81.82632,3698.64,3939.13
477786,Commercial,Reinforced Masonry,Nassau,30.5579,-81.8249,2115760.5,3057739.39
265907,Residential,Wood,Nassau,30.56106,-81.82632,93548.58,118401.07
107560,Residential,Masonry,Nassau,30.56106,-81.82632,1037311.14,1487255.23
908183,Residential,Wood,Nassau,30.57185,-81.82383,15463.3,11825.56
356024,Residential,Wood,Nassau,30.562835,-81.826525,13893.35,13988.5
575299,Residential,Wood,Nassau,30.567566,-81.826584,316618.23,230328.99
790478,Residential,Wood,Nassau,30.60895,-81.83645,54834.66,63053.72
801776,Residential,Wood,Nassau,30.59925,-81.81973,295269.11,488965.65
291781,Residential,Masonry,Nassau,30.53674,-81.77496,723734.17,955908.09
537286,Residential,Masonry,Nassau,30.555161,-81.825684,1741572.0,1455184.42
289305,Residential,Wood,Columbia,30.105968,-82.66227,135450.0,164978.1
697409,Residential,Wood,Columbia,30.1018,-82.7094,60300.0,77678.46
633944,Residential,Wood,Columbia,30.1018,-82.7094,22500.0,19501.76
963511,Residential,Wood,Columbia,30.1018,-82.7094,34212.42,33250.37
729649,Residential,Masonry,Columbia,30.1653,-82.73404,460128.2,626142.46
862584,Residential,Wood,Columbia,30.1018,-82.7094,32169.69,37291.11
371891,Residential,Wood,Columbia,30.17399,-82.57017,50550.75,49526.38
785595,Residential,Wood,Columbia,30.1515,-82.6126,42300.0,53762.62
567696,Residential,Wood,Columbia,30.16269,-82.64,10171.26,16798.29
219025,Residential,Wood,Columbia,30.16269,-82.64,155342.88,176189.89
447216,Residential,Wood,Columbia,30.16269,-82.64,3698.64,4424.48
305141,Residential,Wood,Columbia,30.16269,-82.64,4623.3,4525.86
625575,Residential,Wood,Columbia,30.16269,-82.64,33287.76,27375.62
262109,Residential,Wood,Columbia,30.163641,-82.640976,21267.18,24840.49
228457,Residential,Masonry,Columbia,30.163641,-82.640976,729556.74,889825.76
622799,Residential,Wood,Columbia,30.163641,-82.640976,350446.14,438049.26
233271,Commercial,Reinforced Masonry,Columbia,30.163641,-82.640976,2135964.6,1728721.59
932950,Residential,Wood,Columbia,30.163641,-82.640976,4623.3,4782.1
641952,Commercial,Reinforced Masonry,Columbia,30.1515,-82.6126,2469639.6,2708463.63
796260,Residential,Masonry,Columbia,30.1515,-82.6126,914073.3,1296439.3
301822,Commercial,Reinforced Masonry,Columbia,30.1515,-82.6126,3042940.5,3181868.99
559927,Residential,Wood,Columbia,30.1515,-82.6126,234997.65,255975.89
224400,Residential,Masonry,Columbia,30.1515,-82.6126,912600.0,1147247.71
123936,Commercial,Reinforced Masonry,Columbia,30.1515,-82.6126,1920744.9,2837762.3
333818,Residential,Masonry,Columbia,30.1515,-82.6126,455754.6,696809.59
254323,Residential,Masonry,Columbia,30.1515,-82.6126,1552693.95,1552594.58
247444,Residential,Wood,Columbia,30.1515,-82.6126,8910.0,13521.83
882598,Residential,Masonry,Columbia,30.1515,-82.6126,398968.2,424087.24
386918,Residential,Wood,Columbia,30.1515,-82.6126,4500.0,4238.41
497337,Residential,Wood,Columbia,30.1515,-82.6126,31071.6,57802.5
526844,Commercial,Reinforced Masonry,Columbia,30.1515,-82.6126,4956125.85,7279557.65
623400,Residential,Wood,Columbia,30.1515,-82.6126,40500.0,34160.94
826170,Residential,Wood,Columbia,30.185885,-82.614795,135868.99,234280.26
185483,Residential,Wood,Columbia,30.185885,-82.614795,36784.23,58447.64
920003,Residential,Masonry,Columbia,30.185885,-82.614795,1086940.9,1770235.43
274246,Residential,Wood,Columbia,30.16649,-82.63503,16767.17,17228.6
423636,Residential,Masonry,Columbia,30.176,-82.65581,1404900.0,1840643.78
970906,Commercial,Reinforced Masonry,Columbia,30.00777,-82.59694,4696520.5,6342697.9
227898,Residential,Wood,Columbia,30.17509,-82.66252,67892.48,86628.09
525138,Residential,Wood,Columbia,30.17501,-82.66205,86056.32,125938.17
923627,Residential,Wood,Columbia,30.174776,-82.662277,67892.48,64169.8
619743,Residential,Wood,Columbia,30.17476,-82.66251,67892.48,80898.23
910727,Residential,Wood,Columbia,30.1745,-82.66205,86056.32,91244.65
363647,Residential,Wood,Columbia,30.17447,-82.66251,67892.48,92333.77
512519,Residential,Wood,Columbia,30.17417,-82.66218,101009.36,98181.1
904304,Residential,Wood,Columbia,30.17451,-82.66351,67892.48,66272.56
835349,Residential,Wood,Columbia,30.17475,-82.66314,67892.48,99945.87
891725,Residential,Wood,Columbia,30.17514,-82.66341,86056.32,139415.11
923503,Residential,Wood,Columbia,30.17474,-82.66348,86056.32,106664.4
292347,Residential,Wood,Columbia,30.17664,-82.66314,132603.34,115117.07
363828,Residential,Wood,Columbia,30.17638,-82.66314,132603.34,216561.94
110490,Residential,Wood,Columbia,30.17623,-82.66406,91764.15,70364.02
480733,Residential,Masonry,Columbia,30.17698,-82.67019,457854.5,345588.57
993346,Residential,Masonry,Columbia,30.174486,-82.671326,385480.82,558330.42
934992,Residential,Wood,St  Johns,29.7917,-81.4271,213596.46,190329.82
645841,Residential,Masonry,St  Johns,29.7917,-81.4271,1051338.42,1069841.98
747846,Residential,Wood,St  Johns,29.7917,-81.4271,6472.62,9957.87
482457,Residential,Wood,St  Johns,29.776566,-81.47171,159041.52,249984.64
574787,Residential,Wood,St  Johns,29.776566,-81.47171,12945.24,19024.97
831418,Residential,Wood,St  Johns,29.776566,-81.47171,29589.12,35207.53
968562,Residential,Wood,St  Johns,29.776566,-81.47171,12945.24,16859.05
576324,Residential,Wood,St  Johns,29.7255,-81.466309,29061.0,40749.33
290435,Residential,Wood,St  Johns,29.7255,-81.466309,48087.0,68008.1
526086,Residential,Wood,St  Johns,29.7255,-81.466309,128628.0,133425.18
119823,Residential,Wood,St  Johns,29.7255,-81.466309,128628.0,168246.71
497414,Residential,Wood,St  Johns,29.7255,-81.466309,128628.0,176279.14
340883,Residential,Wood,St  Johns,29.7255,-81.466309,4968.0,5265.92
892551,Residential,Wood,St  Johns,29.7255,-81.466309,157005.0,131774.3
670595,Residential,Wood,St  Johns,29.7255,-81.466309,459.0,847.36
194101,Residential,Wood,St  Johns,29.7255,-81.466309,459.0,428.69
167200,Residential,Wood,St  Johns,29.7255,-81.466309,1062.0,1602.72
139064,Residential,Wood,St  Johns,29.7255,-81.466309,2304.0,2474.16
846636,Residential,Wood,St  Johns,29.7255,-81.466309,1476.0,1935.04
310177,Residential,Wood,Nassau,30.57332,-81.45291,185040.0,313975.87
865452,Residential,Wood,Nassau,30.67464,-81.46114,11095.92,11961.62
783429,Residential,Wood,Nassau,30.67464,-81.46114,8321.94,9646.79
878060,Residential,Wood,Nassau,30.67423,-81.46052,199726.56,277743.75
935342,Residential,Wood,Nassau,30.67423,-81.46052,118356.48,182860.76
456376,Residential,Wood,Nassau,30.67423,-81.46052,17568.54,29936.79
363001,Residential,Wood,Nassau,30.67453,-81.46016,147945.6,238338.59
478864,Residential,Masonry,Nassau,30.67513,-81.44708,724933.44,767347.85
600402,Commercial,Reinforced Masonry,Nassau,30.64687,-81.45801,8284485.6,8073943.68
483983,Residential,Masonry,Nassau,30.650143,-81.454407,438498.0,636264.11
991615,Residential,Wood,Nassau,30.6202,-81.4719,99960.9,88679.21
644573,Residential,Masonry,Nassau,30.576765,-81.453979,669692.78,841130.78
853278,Residential,Wood,Nassau,30.576765,-81.453979,240539.39,412765.59
100658,Residential,Wood,Nassau,30.6202,-81.4719,331518.28,464703.76
433115,Residential,Wood,Nassau,30.576765,-81.453979,5919.86,9839.94
760337,Residential,Wood,Nassau,30.61988,-81.46815,77426.73,73196.13
884738,Residential,Masonry,Nassau,30.576765,-81.453979,765763.8,735948.78
610102,Commercial,Reinforced Masonry,Nassau,30.671095,-81.462097,7532014.45,10710000.0
830823,Residential,Masonry,Nassau,30.67,-81.462,963962.79,977226.92
618364,Residential,Wood,Nassau,30.596535,-81.546837,121066.57,115414.7
712563,Residential,Wood,Nassau,30.596535,-81.546837,70964.84,72362.85
493030,Residential,Masonry,Nassau,30.57326,-81.45367,755749.0,658571.77
188150,Commercial,Reinforced Masonry,Nassau,30.65372,-81.45105,2162232.0,2520816.55
589642,Residential,Masonry,Nassau,30.63945,-81.455553,615141.68,895926.17
846109,Residential,Wood,Nassau,30.570326,-81.451576,135000.0,138827.52
399079,Residential,Wood,Nassau,30.5708,-81.44959,161748.0,235301.93
680135,Residential,Wood,Nassau,30.5708,-81.44959,164484.0,194814.85
621379,Residential,Wood,Nassau,30.571087,-81.448578,170532.0,178465.15
606710,Residential,Wood,Nassau,30.570854,-81.448212,181980.0,181216.05
443319,Residential,Wood,Nassau,30.571154,-81.448433,181980.0,151151.13
228591,Residential,Wood,Nassau,30.5708,-81.44959,186012.0,176389.97
721610,Residential,Wood,Nassau,30.571323,-81.450188,192348.0,210005.55
507395,Residential,Wood,Nassau,30.570711,-81.448067,197604.0,203450.71
213399,Residential,Wood,Nassau,30.571777,-81.449326,198468.0,202538.58
579400,Residential,Wood,Nassau,30.5716,-81.45134,198612.0,226675.88
509951,Residential,Wood,Nassau,30.57098,-81.44838,200052.0,335395.98
930798,Residential,Wood,Nassau,30.571613,-81.450577,201276.0,216909.11
729247,Residential,Wood,Nassau,30.5708,-81.44959,207324.0,252344.61
288344,Residential,Wood,Nassau,30.5708,-81.44959,208836.0,310058.81
275351,Residential,Wood,Nassau,30.57164,-81.450279,212436.0,225030.91
976690,Residential,Wood,Nassau,30.571306,-81.45015,218052.0,332681.94
507111,Residential,Wood,Nassau,30.571608,-81.450661,218412.0,222125.0
547458,Residential,Wood,Nassau,30.571609,-81.450615,221076.0,277280.37
827732,Residential,Wood,Nassau,30.571665,-81.450089,226764.0,303833.37
229489,Residential,Wood,Nassau,30.571615,-81.450531,237132.0,282225.02
175251,Residential,Wood,Nassau,30.571812,-81.448822,239652.0,178583.88
590043,Residential,Wood,Nassau,30.571596,-81.450874,245052.0,241166.46
476037,Residential,Wood,Nassau,30.5708,-81.44959,245052.0,306551.23
674960,Residential,Wood,Nassau,30.57086,-81.448174,257868.0,338372.33
743790,Commercial,Reinforced Masonry,Nassau,30.570326,-81.451576,6381518.4,8757880.98
817283,Commercial,Reinforced Concrete,Nassau,30.570221,-81.451309,15390000.0,11790000.0
201980,Residential,Wood,Nassau,30.64448,-81.45489,235696.5,353171.41
351505,Residential,Wood,Nassau,30.653568,-81.449318,18000.0,16830.0
798806,Residential,Masonry,Nassau,30.65118,-81.44969,1772074.8,1768133.71
153643,Residential,Wood,Nassau,30.65118,-81.44969,95922.0,150073.42
683653,Residential,Wood,Nassau,30.65118,-81.44969,20763.0,20966.31
475264,Commercial,Reinforced Concrete,Nassau,30.639568,-81.442482,16560000.0,20610000.0
912944,Residential,Masonry,Nassau,30.59491,-81.539909,582759.1,1020490.44
945134,Residential,Wood,Nassau,30.59491,-81.539909,2244.53,2937.46
219959,Residential,Wood,Nassau,30.59491,-81.539909,196396.18,190425.74
793504,Residential,Wood,Nassau,30.6119,-81.455986,21500.33,19687.96
450423,Residential,Wood,Nassau,30.596535,-81.546837,74091.86,110035.31
505178,Residential,Wood,Nassau,30.596535,-81.546837,86863.23,123807.2
408688,Residential,Masonry,Nassau,30.66665,-81.45235,796134.02,838972.4
477759,Residential,Wood,Nassau,30.657654,-81.463341,298522.2,227585.86
882441,Residential,Wood,Nassau,30.65838,-81.46358,23118.64,23505.92
727602,Residential,Wood,Nassau,30.617165,-81.461609,63407.91,78862.0
313226,Residential,Wood,Nassau,30.617874,-81.457794,285728.39,288837.12
337027,Residential,Wood,Nassau,30.663744,-81.453941,9016.27,9045.12
649251,Residential,Wood,Nassau,30.67024,-81.454628,80915.23,98214.9
142564,Residential,Wood,Nassau,30.61945,-81.465965,28898.3,36004.04
197782,Residential,Masonry,Nassau,30.610081,-81.446259,1505741.49,2197471.6
709787,Residential,Wood,Nassau,30.610081,-81.446259,53078.59,62305.99
655065,Residential,Wood,Nassau,30.67044,-81.46572,162952.72,185883.43
176778,Commercial,Reinforced Masonry,Nassau,30.671413,-81.464905,2261249.55,1825782.64
559179,Residential,Masonry,Nassau,30.65501,-81.45117,1363101.75,1619364.87
698071,Residential,Wood,Nassau,30.665545,-81.43205,295716.54,247758.41
642950,Residential,Masonry,Nassau,30.63862,-81.43702,392231.24,344336.66
477240,Residential,Wood,Nassau,30.66665,-81.45235,192917.17,238214.12
672348,Residential,Wood,Nassau,30.63833,-81.44564,168339.59,269983.03
922844,Residential,Wood,Nassau,30.617874,-81.457794,316029.52,337216.14
948580,Residential,Wood,Nassau,30.67069,-81.458395,151505.63,185310.32
364552,Residential,Wood,Nassau,30.65838,-81.46358,280565.98,329505.66
561601,Residential,Masonry,Nassau,30.671312,-81.46492,460128.2,792672.06
584749,Residential,Wood,Nassau,30.626793,-81.485847,324000.0,506745.07
601327,Residential,Wood,Columbia,29.925,-82.7109,212850.0,340143.88
302578,Residential,Wood,Columbia,29.9248,-82.71114,135000.0,150719.13
756585,Residential,Wood,Columbia,29.90334,-82.63364,94284.0,100714.17
627591,Residential,Wood,Columbia,29.919149,-82.639236,6300.0,9566.42
663563,Residential,Masonry,Columbia,29.9301,-82.7088,1248407.1,1417531.31
108959,Residential,Wood,Columbia,30.041415,-82.70641,114170.34,136068.22
951069,Residential,Masonry,Columbia,29.92143,-82.71411,498344.66,434656.21
490641,Residential,Wood,Baker,30.265605,-82.16215,910.22,1346.55
443968,Residential,Wood,Baker,30.27125,-82.160875,3195.34,4551.39
433688,Residential,Wood,Clay,29.980408,-81.658165,172157.99,171582.99
168578,Residential,Masonry,Clay,30.0517,-81.82975,945000.0,750524.67
294375,Residential,Wood,Clay,30.0517,-81.82975,76500.0,121368.78
902110,Residential,Wood,Clay,30.0517,-81.82975,76500.0,94517.28
279816,Residential,Masonry,Clay,29.98839,-81.70777,431726.4,640896.11
994565,Residential,Wood,Clay,29.9826,-81.7238,11767.98,14137.95
930535,Residential,Wood,Clay,29.9826,-81.7238,15981.99,25400.89
844642,Residential,Wood,Clay,29.9826,-81.7238,35302.09,47059.67
292887,Residential,Wood,Clay,29.9826,-81.7238,26396.15,28938.78
655128,Residential,Wood,Clay,29.9826,-81.7238,7536.5,10216.0
164038,Residential,Wood,Clay,29.9826,-81.7238,13198.07,16695.56
163057,Residential,Wood,Clay,29.9826,-81.7238,29410.75,25890.52
327730,Residential,Wood,Clay,29.9826,-81.7238,13198.07,11239.53
218187,Residential,Wood,Clay,29.9826,-81.7238,25780.36,35155.0
697530,Residential,Wood,Clay,29.9826,-81.7238,9806.65,16990.72
619053,Residential,Wood,Clay,29.9826,-81.7238,15992.1,23431.62
431406,Residential,Wood,Clay,29.9826,-81.7238,9806.65,7026.15
256801,Residential,Wood,Clay,29.9826,-81.7238,13198.07,22117.33
571398,Residential,Wood,Clay,29.9826,-81.7238,304842.43,250185.41
239669,Residential,Wood,Clay,29.9826,-81.7238,13198.07,13200.19
530369,Residential,Wood,Clay,29.9826,-81.7238,48252.01,36139.79
948187,Residential,Wood,Clay,29.9826,-81.7238,9806.65,13926.22
571059,Residential,Wood,Clay,29.9826,-81.7238,9190.86,14678.43
470539,Residential,Wood,Clay,29.993125,-81.67742,68931.45,85159.98
791046,Residential,Wood,Clay,29.993125,-81.67742,68931.45,99578.92
563971,Residential,Wood,Clay,29.993125,-81.67742,27572.58,30033.98
823903,Residential,Wood,Clay,29.993125,-81.67742,13786.29,22316.42
812504,Residential,Wood,Clay,29.9826,-81.7238,9190.86,10540.08
597719,Residential,Wood,Clay,29.995916,-81.689049,102937.63,94857.02
716513,Residential,Wood,Clay,30.004622,-81.683899,19605.94,18479.62
378286,Residential,Wood,Clay,29.9826,-81.7238,13198.07,16161.17
698982,Residential,Wood,Clay,29.9826,-81.7238,9806.65,12391.68
624550,Residential,Wood,Clay,29.9826,-81.7238,9806.65,13533.17
666076,Residential,Wood,Clay,29.9826,-81.7238,11764.3,11058.82
474145,Residential,Wood,Clay,29.9826,-81.7238,7619.22,6304.92
572929,Residential,Wood,Clay,29.9826,-81.7238,13198.07,18039.84
640205,Residential,Wood,Clay,29.9826,-81.7238,6433.6,8588.09
295930,Residential,Wood,Clay,30.0156,-81.70065,6617.42,5824.75
823004,Residential,Wood,Clay,29.9826,-81.7238,9806.65,9970.77
230536,Residential,Wood,Clay,30.004385,-81.683762,8712.94,10813.94
936142,Residential,Wood,Clay,30.00421,-81.684,301000.66,321265.52
724639,Residential,Wood,Clay,29.9826,-81.7238,57442.87,86664.06
119986,Residential,Wood,Clay,29.9826,-81.7238,18381.72,15298.37
603370,Residential,Wood,Clay,29.9826,-81.7238,3032.98,4916.61
532496,Residential,Wood,Clay,29.9826,-81.7238,3032.98,4227.37
786954,Residential,Wood,Clay,30.00169,-81.71087,9007.04,7864.77
416348,Residential,Wood,Clay,29.9826,-81.7238,18381.72,27063.92
506364,Residential,Masonry,Clay,30.006186,-81.698914,652150.86,614169.6
311994,Residential,Wood,Clay,30.006186,-81.698914,75824.59,85602.93
807442,Residential,Wood,Clay,30.006186,-81.698914,91908.6,94516.04
235695,Residential,Wood,Clay,30.006186,-81.698914,45954.3,41626.05
481294,Residential,Wood,Clay,30.006186,-81.698914,64336.02,69354.23
292670,Residential,Wood,Clay,30.006186,-81.698914,234366.92,184597.7
127739,Residential,Wood,Clay,30.006186,-81.698914,13786.29,17192.67
869056,Residential,Wood,Clay,29.9994,-81.71524,22977.15,22060.5
514471,Residential,Wood,Clay,29.9826,-81.7238,18381.72,27269.28
903764,Residential,Wood,Clay,29.99534,-81.684074,91908.6,130879.31
192068,Residential,Wood,Clay,29.98799,-81.69477,43840.4,39041.19
109815,Residential,Wood,Clay,30.00593,-81.698545,38601.61,63272.13
495339,Residential,Masonry,Clay,29.98272,-81.676795,413588.69,420116.77
752123,Residential,Wood,Clay,29.9826,-81.7238,13786.29,18320.32
412775,Residential,Wood,Clay,30.00228,-81.699965,22977.15,28403.71
249958,Residential,Wood,Clay,29.96809,-81.65459,25274.86,38878.0
754919,Residential,Wood,Clay,29.989515,-81.687235,27572.58,24486.1
829637,Residential,Wood,Clay,29.989515,-81.687235,137862.9,127544.55
931429,Residential,Wood,Clay,29.989515,-81.687235,91908.6,97127.17
565451,Residential,Wood,Clay,30.00414,-81.700315,22977.15,31074.07
722334,Residential,Wood,Clay,30.00421,-81.684,27572.58,36234.34
630898,Residential,Wood,Clay,29.9817,-81.81295,77254.74,114400.37
166536,Residential,Wood,Clay,29.9817,-81.81295,212887.5,184477.66
469135,Residential,Masonry,Clay,29.98782,-81.69136,653122.95,1049829.83
678786,Residential,Masonry,Clay,30.031706,-81.708595,635702.59,803088.17
284473,Residential,Masonry,Clay,29.839308,-81.661644,781465.69,1174149.07
499389,Residential,Masonry,Clay,29.986181,-81.695091,638884.47,926230.42
541241,Commercial,Reinforced Masonry,Clay,29.98,-81.69609,1939500.0,3345521.13
797586,Commercial,Reinforced Masonry,Clay,29.99665,-81.68111,6760449.39,6739694.81
812823,Residential,Wood,Clay,30.026604,-81.70697,162366.3,168942.46
598244,Residential,Masonry,Clay,29.981771,-81.675621,648862.42,981993.57
788363,Residential,Wood,Clay,29.997179,-81.736023,240578.59,192335.37
737787,Residential,Wood,Clay,30.005896,-81.730293,13467.17,14335.1
445518,Residential,Wood,Clay,29.892822,-81.670074,19639.62,24001.58
758347,Residential,Masonry,Clay,29.983204,-81.755379,604316.67,622958.63
195133,Residential,Wood,Clay,29.983204,-81.755379,171459.48,160656.16
991548,Residential,Masonry,Clay,29.99319,-81.68175,822091.98,885491.72
696936,Residential,Wood,Clay,30.00093,-81.679455,85444.69,124562.37
393176,Residential,Wood,Clay,30.00135,-81.742455,26934.33,34616.01
626647,Residential,Wood,Clay,30.00135,-81.742455,162728.27,266906.9
915781,Residential,Masonry,Clay,30.00135,-81.742455,589356.89,472322.4
827852,Residential,Wood,Clay,30.00135,-81.742455,13657.95,19860.19
800420,Residential,Wood,Clay,29.983204,-81.755379,64726.57,71551.34
728346,Commercial,Reinforced Masonry,Clay,29.983204,-81.755379,2603338.04,3496699.52
928642,Residential,Wood,Clay,29.983204,-81.755379,67335.83,69182.52
442061,Residential,Wood,Clay,29.983204,-81.755379,22445.28,24191.61
810826,Residential,Wood,Clay,29.983204,-81.755379,31984.52,52870.8
336798,Residential,Wood,Clay,29.983204,-81.755379,44890.56,60419.64
830917,Residential,Wood,Clay,29.983204,-81.755379,15341.35,20025.98
984232,Residential,Masonry,Clay,29.99146,-81.67947,1748172.94,2274163.21
203667,Residential,Wood,Clay,30.024078,-81.714539,212051.77,205713.96
395084,Residential,Wood,Clay,30.024078,-81.714539,238222.96,347967.51
869242,Residential,Wood,Clay,30.024033,-81.714836,174354.92,187374.87
704537,Residential,Wood,Clay,29.9826,-81.7238,29086.84,39703.53
692691,Residential,Wood,Clay,29.99501,-81.69407,49883.51,54682.3
580758,Residential,Wood,Clay,30.046192,-81.795082,33850.85,47324.63
515486,Residential,Wood,Clay,30.046192,-81.795082,14204.49,21284.3
884079,Residential,Wood,Clay,30.046192,-81.795082,60112.94,67485.56
491095,Residential,Masonry,Clay,29.9826,-81.7238,776595.4,788694.76
579764,Residential,Wood,Clay,29.9826,-81.7238,88434.4,110143.27
263177,Residential,Wood,Clay,29.992,-81.68678,61724.52,50970.62
710739,Residential,Wood,Clay,29.99327,-81.724515,33667.92,45290.08
156129,Residential,Wood,Clay,29.992,-81.68678,64275.42,80342.73
178800,Residential,Wood,Bradford,29.869762,-82.202431,216363.6,347251.89
406073,Residential,Wood,Bradford,29.86261,-82.135475,106317.27,105384.87
450089,Residential,Wood,Bradford,29.864408,-82.135536,170207.57,148194.97
894206,Residential,Wood,Nassau,30.687055,-81.9198,189999.9,291171.43
472007,Residential,Masonry,Nassau,30.7595,-81.9576,635996.7,1010881.77
500287,Residential,Masonry,Nassau,30.69844,-81.908635,1729530.0,2062651.31
365732,Residential,Wood,Nassau,30.690071,-81.919342,110218.53,114569.52
365145,Residential,Wood,Nassau,30.690071,-81.919342,123995.38,142594.69
237841,Residential,Wood,Nassau,30.690071,-81.919342,13777.78,22931.74
497561,Residential,Wood,Nassau,30.692579,-81.923798,38954.52,30813.03
245837,Residential,Masonry,Nassau,30.692579,-81.923798,428020.45,590955.85
732075,Residential,Wood,Nassau,30.687847,-81.928619,38954.52,44390.39
657625,Commercial,Reinforced Masonry,Nassau,30.698156,-81.917923,3505598.5,5610030.32
790556,Residential,Wood,Nassau,30.692579,-81.923798,140160.38,195355.54
207626,Residential,Wood,Nassau,30.68227,-82.010965,60397.19,73202.3
902008,Residential,Masonry,Nassau,30.68758,-81.90805,1138559.14,1124171.17
135936,Residential,Wood,Hamilton,30.51869,-82.95187,4623.3,7055.16
997759,Residential,Wood,Hamilton,30.51869,-82.95187,34212.42,42302.97
470224,Residential,Wood,Hamilton,30.51869,-82.95187,11095.92,10246.42
